Dispozice,Energetická náročnost budovy,Kauce,Měsíční poplatky,Podlaží,Provize realitní kanceláře,Vybavený,Výměra,geo-lat,geo-lng,Balkón,Sklep,Pračka,Lednice,Myčka,Cenová skupina,Výměrová skupina
4,2,0,0,12,0,1,69,49.59438,17.22815,0,0,0,0,0,3,4
1,2,12200,1700,0,0,2,33,50.05614,14.48895,0,0,0,0,0,1,1
5,6,0,0,0,1,2,80,49.40599,17.6508,0,0,0,0,0,2,4
0,6,0,0,16,1,1,27,50.49692,13.65347,0,0,0,0,0,0,0
0,4,0,0,8,1,2,43,50.0763,14.451479999999998,0,0,0,0,0,2,1
2,6,15000,800,15,0,2,56,49.82822,18.17395,0,0,0,0,0,1,3
0,6,0,0,8,1,2,35,49.59359,17.27145,0,0,0,0,0,1,1
3,6,33800,2500,18,0,1,45,50.07444,14.487229999999998,0,0,0,0,0,3,2
2,6,0,0,13,0,2,54,50.040259999999996,14.437729999999998,0,0,0,0,0,2,2
3,6,0,0,11,0,2,56,50.12378,14.438379999999999,1,0,0,0,0,3,3
3,6,0,0,4,1,2,35,50.4952,13.651810000000001,0,0,0,0,0,0,1
3,6,0,0,0,0,1,50,49.20764000000001,16.60143,0,0,0,0,0,2,2
3,6,0,0,8,1,2,56,50.1235,14.4377,0,0,0,0,0,3,3
1,6,0,0,0,1,1,26,49.20148,16.615370000000002,0,0,0,0,0,1,0
3,6,0,0,0,1,2,40,48.856159999999996,16.0583,0,0,0,0,0,1,1
2,6,0,0,11,1,2,51,50.510490000000004,13.62609,0,0,0,0,0,1,2
3,6,13000,0,18,0,1,80,49.176629999999996,16.49038,0,0,0,0,0,2,4
14,6,0,0,8,1,2,180,49.88511,18.43335,0,0,0,0,0,2,9
5,0,0,2500,13,1,2,78,49.09065,16.60187,0,0,0,0,0,2,4
0,6,0,0,0,1,2,36,49.9495,17.8979,0,0,0,0,0,0,1
14,6,0,0,18,1,1,175,50.037440000000004,14.42731,0,0,0,0,0,8,9
3,6,15200,700,18,0,2,54,50.101620000000004,14.435189999999999,0,0,0,0,0,2,2
1,1,0,4200,13,1,0,57,50.10067,14.343879999999999,0,0,0,0,0,2,3
1,3,0,2000,8,1,0,25,50.0617,14.39824,0,0,0,0,0,2,0
3,1,0,4500,13,1,0,63,50.00559000000001,14.429179999999999,0,0,0,0,0,3,3
1,6,0,0,8,1,2,29,50.0301,14.6066,0,0,0,0,0,1,0
3,6,0,2500,8,1,0,52,50.25548,14.781279999999999,0,0,0,0,0,2,2
3,6,0,4500,8,1,0,37,50.50114,14.802489999999999,0,0,0,0,0,1,1
2,6,11150,3650,12,0,2,63,49.74403,13.37856,0,0,0,0,0,1,3
0,6,2,1700,18,0,0,42,50.03833,15.784070000000002,0,0,0,0,0,1,1
3,6,0,0,11,0,2,57,50.109429999999996,14.55706,0,0,0,0,0,2,3
3,2,0,4000,12,1,2,67,50.10658,14.49686,0,0,0,0,0,3,4
1,6,8000,1500,18,0,0,40,49.187059999999995,16.60182,0,0,0,0,0,1,1
15,6,0,1500,2,1,0,24,50.05466,14.503979999999999,0,0,0,0,0,1,0
3,3,0,4200,12,1,2,54,50.1109,14.498079999999998,1,0,0,0,0,2,2
2,3,0,3500,8,1,1,51,50.07993,14.49347,0,0,0,0,0,2,2
3,6,0,0,13,0,2,50,49.84347,18.289379999999998,1,0,0,0,0,1,2
7,6,0,0,13,0,2,107,49.841359999999995,18.28698,0,0,0,0,0,3,6
4,6,2,2500,11,0,0,123,50.02899,15.763,0,0,0,0,0,2,7
4,2,0,3000,15,1,1,72,49.17191,16.56204,0,0,0,0,0,3,4
2,6,0,0,12,1,2,48,49.205859999999994,17.5877,0,0,0,0,0,1,2
3,6,0,3000,8,1,0,80,50.06953,14.371620000000002,1,0,0,0,0,2,4
3,6,0,0,0,1,1,43,50.06787,14.45674,0,0,0,0,0,2,1
0,2,0,0,8,1,2,37,49.9403,17.9148,0,0,0,0,0,1,1
1,2,20000,800,13,0,2,48,50.080009999999994,14.455739999999999,0,0,0,0,0,3,2
2,6,13000,3000,8,0,2,62,49.24283,16.58794,0,0,0,0,0,1,3
5,6,0,0,12,0,2,79,50.06713,14.369570000000001,1,0,0,0,0,3,4
3,6,0,0,14,0,2,55,50.065870000000004,14.55049,0,0,0,0,0,2,3
1,6,15000,2000,11,0,1,29,50.10257,14.45224,0,0,0,0,0,2,0
0,6,20000,3000,11,0,2,36,50.07034,14.404379999999998,0,0,0,0,0,3,1
2,6,0,0,12,1,2,50,50.0719,14.509879999999999,0,0,0,0,0,2,2
5,1,36000,3000,8,0,1,81,50.051629999999996,14.32979,1,0,0,0,0,3,4
1,1,0,2500,13,1,0,60,49.32371,17.02756,0,0,0,0,0,2,3
3,6,0,0,0,0,2,42,50.11555,14.565420000000001,0,0,0,0,0,2,1
3,1,18000,3100,15,0,2,48,49.17068,16.56397,0,0,0,0,0,1,2
4,6,0,0,12,1,1,76,50.03765,14.519160000000001,0,0,0,0,0,3,4
4,6,0,0,2,1,2,75,49.20101,16.66155,0,0,0,0,0,2,4
1,2,15000,2425,18,0,1,30,49.21432,16.63805,0,0,0,0,0,1,0
2,6,0,0,8,0,2,62,50.0702,14.387039999999999,0,0,0,0,0,3,3
3,6,0,0,8,0,2,49,50.05099000000001,14.340079999999999,0,0,0,0,0,2,2
0,2,0,0,12,0,2,34,48.98435,14.480920000000001,0,0,0,0,0,1,1
3,3,0,0,11,0,0,45,49.96363,14.07541,0,0,0,0,0,2,2
3,6,0,0,11,1,0,58,50.08502,14.45271,1,0,0,0,0,2,3
3,6,14000,1200,0,0,1,50,49.20764000000001,16.60143,0,0,0,0,0,2,2
4,6,0,0,14,0,1,70,50.034259999999996,14.50102,0,0,0,0,0,2,4
3,6,0,2200,14,1,1,65,50.07424,14.41559,0,0,0,0,0,3,3
3,2,0,0,8,1,2,40,50.60794,13.743360000000001,0,0,0,0,0,0,1
5,6,0,0,15,0,2,77,50.102959999999996,14.58146,0,0,0,0,0,3,4
3,6,0,0,0,0,2,59,50.10823,14.44832,0,0,0,0,0,2,3
1,6,0,0,0,0,2,29,50.06469,14.450829999999998,1,0,0,0,0,2,0
1,6,0,0,12,1,0,46,49.32251,17.027929999999998,0,0,0,0,0,2,2
3,6,23000,5000,8,0,1,70,50.08355,14.48374,0,0,0,0,0,3,4
1,6,18500,1500,13,0,1,43,50.07967,14.44798,0,0,0,0,0,3,1
1,6,0,0,8,1,2,21,48.95528,14.4675,0,0,0,0,0,1,0
3,6,0,0,11,0,2,53,50.1281,14.5009,0,0,0,0,0,2,2
4,6,0,0,8,0,2,77,49.581340000000004,17.2296,0,0,0,0,0,1,4
0,6,0,0,8,1,2,40,49.6773,13.994420000000002,0,0,0,0,0,1,1
1,6,0,0,12,0,2,40,50.13535,14.5095,0,0,0,0,0,1,1
3,6,0,0,8,1,2,54,50.07537,14.44904,0,0,0,0,0,3,2
4,6,0,0,0,1,2,60,50.5063,13.637270000000001,0,0,0,0,0,1,3
2,6,0,0,11,1,1,52,50.50329,13.6354,0,0,0,0,0,1,2
5,6,22000,5000,0,0,2,78,50.0877,14.48722,0,0,0,0,0,3,4
1,2,0,0,8,1,1,35,50.16473,14.38515,0,0,0,0,0,1,1
5,2,27000,3000,13,0,1,106,49.19321,16.608810000000002,0,0,0,0,0,4,6
3,2,20000,2000,18,0,2,50,49.84393,18.31157,0,0,0,0,0,1,2
6,6,0,3000,12,1,0,95,50.09434,14.464739999999999,0,0,0,0,0,3,5
3,6,0,0,0,1,1,60,49.89092,14.284720000000002,0,0,0,0,0,2,3
3,6,0,0,8,1,2,50,50.07045,14.29972,0,0,0,0,0,2,2
0,6,0,0,11,1,2,48,50.09122,14.47856,1,0,0,0,0,2,2
4,6,0,0,8,1,2,120,49.95463,16.97863,0,0,0,0,0,1,7
3,1,0,0,13,0,1,49,50.00633,14.414729999999999,0,0,0,0,0,2,2
2,6,0,0,17,1,2,67,50.06834,14.455079999999999,0,0,0,0,0,3,4
2,6,0,0,12,1,2,55,49.828,18.2663,0,0,0,0,0,1,3
4,1,26000,4500,18,0,2,138,50.00192,14.34755,0,0,0,0,0,4,8
1,3,14000,600,11,0,0,40,50.06694,14.4957,1,0,0,0,0,1,1
2,6,0,0,14,1,2,61,50.51328,13.64471,0,0,0,0,0,1,3
5,6,25400,5000,12,0,2,76,50.74913,15.06414,0,0,0,0,0,2,4
3,6,0,0,8,0,1,46,50.05238,14.34291,0,0,0,0,0,2,2
3,1,0,0,8,0,2,56,50.13054,14.495420000000001,1,0,0,0,0,3,3
2,6,0,0,14,1,2,69,49.74547000000001,18.625120000000006,0,0,0,0,0,0,4
2,6,0,0,12,0,2,64,50.11121,14.49785,0,0,0,0,0,2,3
3,6,5000,0,0,0,2,60,48.88984,16.00079,0,0,0,0,0,2,3
5,6,16000,0,17,0,2,78,50.00154000000001,14.463389999999999,0,0,0,0,0,2,4
4,6,500,0,0,0,1,69,48.9851,14.437429999999999,0,0,0,0,0,0,4
4,1,15000,2200,9,0,2,98,50.03042,15.192120000000001,0,0,0,0,0,2,6
2,2,25000,2700,8,0,1,63,49.8251,18.17086,0,0,0,0,0,2,3
3,6,30000,3000,14,0,1,52,50.10066,14.417489999999999,0,0,0,0,0,3,2
1,2,10000,1600,0,0,2,14,50.05498,14.42707,0,0,0,0,0,1,0
6,6,2,5500,0,0,2,125,50.175709999999995,14.4103,0,0,0,0,0,3,7
1,6,15000,2500,12,0,1,30,50.0466,14.549120000000002,0,0,0,0,0,2,0
1,1,12000,1,0,0,1,16,48.983999999999995,14.477929999999999,0,0,0,0,0,2,0
2,6,20000,4000,18,0,2,80,50.15684,13.910210000000001,0,0,0,0,0,0,4
7,5,20000,6000,9,0,2,128,49.001670000000004,17.28477,0,0,0,0,0,1,7
4,6,20000,3998,2,0,1,80,50.04351,14.491710000000001,0,0,0,0,0,3,4
4,6,11000,4500,11,0,2,57,50.12904,14.129010000000001,0,0,0,0,0,1,3
5,6,36000,4000,12,0,1,91,50.213809999999995,15.843129999999999,0,0,0,0,0,2,5
15,0,5000,0,18,0,1,40,50.06433,14.394210000000001,0,0,0,0,0,0,1
5,6,24000,6000,8,0,2,140,49.20462,16.81904,0,0,0,0,0,2,8
1,2,11400,1500,11,0,2,21,50.106609999999996,14.50237,0,0,0,0,0,2,0
1,1,20000,1000,8,0,1,27,49.83415,18.18206,0,0,0,0,0,1,0
0,6,15000,2000,0,0,2,32,50.14716,15.124310000000001,0,0,0,0,0,0,1
5,1,29000,5000,15,0,1,87,50.108509999999995,14.47528,0,0,0,0,0,4,5
6,6,18000,4000,8,0,2,110,49.83801,18.28604,0,0,0,0,0,2,6
1,0,29000,3500,13,0,1,48,50.012679999999996,14.400079999999999,0,0,0,0,0,2,2
5,2,32000,3000,14,0,2,77,49.17834000000001,16.680529999999994,0,0,0,0,0,2,4
3,6,23000,2200,8,0,2,61,49.599759999999996,17.22015,1,0,0,0,0,2,3
3,0,0,2000,0,0,1,40,49.20895,16.79281,0,0,0,0,0,1,1
14,6,30000,0,18,0,1,60,49.69948,16.431279999999994,0,0,0,0,0,1,3
3,6,20000,3500,0,0,1,48,50.132690000000004,14.56054,0,0,0,0,0,2,2
3,6,26000,2000,18,0,2,42,49.15845,16.59966,0,0,0,0,0,2,1
2,6,20000,2500,18,0,1,49,50.039359999999995,15.80422,0,0,0,0,0,1,2
1,2,18000,3000,18,0,1,36,50.0597,14.24342,0,0,0,0,0,2,1
4,3,20000,3635,3,0,2,69,50.04727000000001,14.4353,0,0,0,0,0,3,4
3,6,24000,0,12,0,2,50,49.22372,17.668770000000006,0,0,0,0,0,2,2
3,6,0,0,13,0,2,46,50.07444,14.487229999999998,0,0,0,0,0,2,2
3,2,0,0,8,0,1,50,50.05892,14.282070000000001,1,0,0,0,0,2,2
2,6,0,0,14,1,2,46,50.06453,16.92732,0,0,0,0,0,1,2
2,6,0,0,14,1,2,46,50.06453,16.92732,0,0,0,0,0,0,2
2,6,0,0,11,1,2,55,50.09301,14.33654,0,0,0,0,0,2,3
1,6,0,0,16,0,2,22,50.668859999999995,14.03858,0,0,0,0,0,0,0
3,1,0,200,15,1,0,54,50.10329,14.452470000000002,0,0,0,0,0,3,2
3,6,0,0,11,1,2,39,50.0717,14.4359,0,0,0,0,0,2,1
2,6,0,0,11,1,2,55,50.49739,13.63347,0,0,0,0,0,1,3
1,6,21835,0,8,0,1,40,50.087070000000004,14.463370000000001,0,0,0,0,0,3,1
1,6,16000,0,8,0,1,40,50.07999,14.447370000000001,0,0,0,0,0,2,1
5,6,12000,4000,0,0,1,66,49.20984,16.61985,0,0,0,0,0,2,3
3,3,0,0,12,1,2,64,50.07013,14.43436,0,0,0,0,0,4,3
2,0,0,0,12,0,1,40,50.056329999999996,14.40565,0,0,0,0,0,2,1
3,6,0,0,11,0,1,44,50.106609999999996,14.50237,0,0,0,0,0,3,2
3,6,0,3990,0,1,0,75,50.01634,14.53359,0,0,0,0,0,3,4
0,6,0,0,0,1,1,40,50.07205,14.441429999999999,0,0,0,0,0,3,1
1,6,0,0,17,0,0,34,50.67357,14.05311,0,0,0,0,0,0,1
2,6,0,0,0,1,2,72,50.11,14.3962,0,0,0,0,0,3,4
4,6,0,0,0,1,1,68,50.51122,13.63003,0,0,0,0,0,2,4
2,6,0,0,8,1,1,68,50.51122,13.63003,0,0,0,0,0,2,4
0,3,0,2500,0,1,2,43,49.55427,14.337370000000002,0,0,0,0,0,0,1
2,6,0,0,11,1,2,53,50.0895,14.3407,0,0,0,0,0,3,2
0,3,0,2500,11,1,2,43,49.55427,14.337370000000002,0,0,0,0,0,0,1
3,6,0,0,0,1,0,47,49.81715,14.21655,0,0,0,0,0,2,2
0,6,0,0,1,1,2,32,50.067029999999995,14.36646,0,0,0,0,0,2,1
2,6,0,0,8,1,1,44,50.105,14.44328,0,0,0,0,0,2,2
5,6,0,0,15,0,2,83,50.126870000000004,14.422270000000001,1,0,0,0,0,3,5
1,6,24000,0,8,0,1,42,50.03702,14.32055,0,0,0,0,0,2,1
4,3,0,1000,0,1,0,60,50.09977,14.36904,0,0,0,0,0,4,3
3,6,0,0,8,0,1,58,50.10629,14.494629999999999,0,0,0,0,0,3,3
2,3,0,0,18,1,2,74,49.40804,14.683110000000001,0,0,0,0,0,0,4
3,6,0,0,11,1,0,50,50.07129000000001,14.44726,0,0,0,0,0,2,2
3,6,0,0,11,1,1,58,50.09013,14.426039999999999,0,0,0,0,0,7,3
4,2,10000,4000,8,0,2,120,49.5936,17.24587,0,0,0,0,0,2,7
3,2,11000,2500,18,0,0,42,49.21073,16.631220000000006,0,0,0,0,0,1,1
2,2,0,0,8,1,0,45,50.74047,14.31255,0,0,0,0,0,0,2
1,6,0,1500,12,1,2,35,50.6478,14.050679999999998,0,0,0,0,0,0,1
3,2,0,2500,11,1,0,53,50.14253,14.522820000000001,1,0,0,0,0,2,2
3,6,0,4000,8,1,0,74,50.01634,14.53359,0,0,0,0,0,3,4
1,3,0,2100,8,1,1,30,50.07967,14.45917,0,0,0,0,0,2,0
3,6,0,0,12,0,1,68,50.13094,14.429689999999999,0,0,0,0,0,2,4
1,3,0,0,11,1,2,27,49.9414,17.8977,0,0,0,0,0,0,0
3,6,0,0,0,0,2,43,50.03225,14.55986,0,0,0,0,0,2,1
0,6,0,3500,0,1,1,45,50.00813,14.406070000000001,0,0,0,0,0,2,2
1,6,15000,3900,18,0,0,32,50.032779999999995,14.561010000000001,0,0,0,0,0,1,1
1,6,0,0,14,1,2,39,50.07736,14.44873,0,0,0,0,0,3,1
2,6,0,0,11,0,2,53,50.08992,14.34317,0,0,0,0,0,3,2
4,6,0,0,0,1,2,90,50.02127,14.424970000000002,1,0,0,0,0,4,5
4,6,0,0,8,1,2,90,50.02127,14.424970000000002,1,0,0,0,0,4,5
3,6,0,0,0,0,1,50,50.06106,14.27948,0,0,0,0,0,3,2
1,6,0,1400,11,1,0,42,49.14441,16.881610000000002,0,0,0,0,0,1,1
3,6,0,0,13,1,2,50,50.1033,14.5079,0,0,0,0,0,2,2
5,6,13000,3000,0,0,1,130,49.1729,16.50777,0,0,0,0,0,2,7
15,3,0,0,11,1,1,25,49.20227,16.61064,0,0,0,0,0,1,0
1,6,8300,1000,0,0,0,33,49.599759999999996,17.22015,0,0,0,0,0,1,1
1,6,0,0,11,1,2,24,49.19048,16.58008,0,0,0,0,0,1,0
1,6,0,0,11,1,2,22,49.19048,16.58008,1,0,0,0,0,1,0
2,6,16000,2000,13,0,0,65,49.799459999999996,18.26035,0,0,0,0,0,1,3
2,4,0,0,13,0,2,51,49.30379,14.14773,0,0,0,0,0,1,2
1,6,0,0,11,1,2,37,49.20134,16.64307,1,0,0,0,0,1,1
5,3,0,0,8,1,2,70,49.17579,16.39218,0,0,0,0,0,1,4
2,6,0,0,13,1,2,55,48.866479999999996,16.036739999999998,0,0,0,0,0,2,3
7,3,0,0,11,1,2,120,50.641870000000004,13.82995,0,0,0,0,0,1,7
3,6,0,0,0,1,0,52,49.97305,14.09082,0,0,0,0,0,2,2
2,6,6000,0,0,0,1,50,49.93846,17.9044,0,0,0,0,0,0,2
3,6,10000,0,18,0,2,39,49.91489,17.91619,0,0,0,0,0,1,1
2,6,0,0,8,1,2,59,49.83264000000001,18.172279999999997,0,0,0,0,0,0,3
1,2,0,1800,12,1,0,32,50.05706,14.46999,0,0,0,0,0,2,1
5,6,0,0,14,1,0,120,50.020109999999995,14.437560000000001,0,0,0,0,0,4,7
3,6,0,0,12,0,2,54,50.11326,14.47281,0,0,0,0,0,2,2
3,2,0,2100,0,1,0,213,50.0624,14.284,0,0,0,0,0,3,10
3,2,20000,0,8,0,2,36,50.064659999999996,14.45599,0,0,0,0,0,3,1
2,6,20000,0,18,0,0,83,49.590920000000004,17.25432,0,0,0,0,0,2,5
2,6,14000,0,8,0,2,50,49.58903,17.25145,0,0,0,0,0,2,2
5,6,11000,500,8,0,0,116,49.469590000000004,17.11455,0,0,0,0,0,0,7
4,6,11500,3000,11,0,2,74,49.74279,16.87925,0,0,0,0,0,2,4
2,6,0,0,8,0,2,55,50.0996,14.344470000000001,0,0,0,0,0,2,3
1,6,20000,4000,8,0,1,50,50.12966,14.492820000000002,0,0,0,0,0,2,2
2,2,20000,0,11,0,1,54,49.79367,18.23864,0,0,0,0,0,1,2
3,6,17000,3700,12,0,1,54,50.10928,14.474789999999999,0,0,0,0,0,2,2
4,6,0,0,12,1,2,75,50.22872,14.073160000000001,0,0,0,0,0,1,4
1,1,0,0,0,1,2,37,49.22822,16.607329999999994,0,0,0,0,0,2,1
1,3,0,500,13,1,1,34,50.10584,14.477889999999999,0,0,0,0,0,2,1
1,6,0,0,0,0,2,36,50.115,14.481929999999998,0,0,0,0,0,2,1
5,6,40000,5000,0,0,1,84,50.03572,14.33046,0,0,0,0,0,4,5
5,6,0,0,12,0,2,90,50.14638,14.4452,0,0,0,0,0,3,5
3,4,0,0,13,0,1,38,50.08674,14.44832,0,0,0,0,0,3,1
3,6,0,0,12,1,1,48,50.07131,14.44275,0,0,0,0,0,3,2
2,6,0,0,0,1,1,56,50.07131,14.44275,0,0,0,0,0,4,3
3,6,0,0,11,1,1,43,50.086059999999996,14.45385,0,0,0,0,0,3,1
4,6,18400,3400,0,0,1,73,49.19679,16.54503,0,0,0,0,0,2,4
14,6,0,0,8,1,1,71,50.03368,14.272839999999999,0,0,0,0,0,3,4
14,3,0,0,8,1,2,150,49.93173,18.00151,0,0,0,0,0,1,8
2,6,0,0,11,0,0,45,50.054629999999996,14.52254,0,0,0,0,0,2,2
2,6,0,0,8,0,1,52,50.22562,14.86456,0,0,0,0,0,1,2
1,3,0,0,11,1,2,33,49.94508,17.91936,0,0,0,0,0,0,1
5,1,0,0,11,1,0,85,49.32371,17.02756,0,0,0,0,0,4,5
4,6,25000,3000,0,0,2,107,50.1054,14.45519,0,0,0,0,0,4,6
2,6,42000,4000,11,0,2,53,50.08992,14.34317,0,0,0,0,0,3,2
1,1,0,0,0,0,2,39,49.15747,16.59515,0,0,0,0,0,1,1
1,6,29000,6000,13,0,1,50,50.08425,14.46667,0,0,0,0,0,3,2
2,6,24000,3000,8,0,1,55,50.074709999999996,14.423770000000001,0,0,0,0,0,4,3
1,2,0,0,5,1,2,25,50.08209,14.499929999999999,0,0,0,0,0,2,0
3,1,0,0,8,1,2,63,50.13998,14.448879999999999,1,0,0,0,0,3,3
3,6,0,0,0,1,1,56,50.07131,14.44275,0,0,0,0,0,4,3
2,6,0,0,8,1,2,54,50.04394,14.44489,0,0,0,0,0,2,2
1,1,0,0,0,0,0,20,49.3069,16.560589999999998,0,0,0,0,0,1,0
0,6,0,0,11,1,2,34,50.064479999999996,15.754779999999998,0,0,0,0,0,1,1
3,6,0,0,8,1,1,72,50.086059999999996,14.45385,0,0,0,0,0,3,4
3,6,25000,2500,13,0,0,40,50.137,14.1059,0,0,0,0,0,1,1
4,6,0,3200,8,1,0,70,49.22732,16.618570000000002,0,0,0,0,0,2,4
5,2,0,0,12,1,2,80,49.58354,17.22685,0,0,0,0,0,2,4
2,6,0,0,8,1,2,45,50.1202,17.37489,0,0,0,0,0,1,2
3,6,0,0,0,1,2,45,49.21992,16.626520000000006,0,0,0,0,0,2,2
15,1,18000,1500,12,0,0,31,49.763259999999995,13.352970000000001,0,0,0,0,0,1,1
1,6,0,1800,8,1,1,34,49.164390000000004,16.56956,0,0,0,0,0,2,1
3,6,0,0,0,1,1,75,50.09879,14.34759,0,0,0,0,0,4,4
5,6,0,0,11,1,1,140,50.117129999999996,14.47541,1,0,0,0,0,4,8
0,6,0,0,0,0,0,35,49.98936,17.45497,0,0,0,0,0,0,1
1,2,0,0,11,0,2,33,49.567859999999996,17.23706,0,0,0,0,0,1,1
14,6,0,0,8,1,2,39,50.0906,14.57637,0,0,0,0,0,2,1
0,6,15000,4000,18,0,2,48,49.22763,17.66574,0,0,0,0,0,2,2
0,6,0,0,8,1,1,27,49.1969,16.61496,0,0,0,0,0,1,0
0,6,15200,2350,0,0,0,50,49.7326,13.39279,0,0,0,0,0,1,2
2,6,20000,3900,8,0,1,56,50.04702,14.430079999999998,0,0,0,0,0,3,3
0,3,0,0,11,1,2,30,50.05552,14.484279999999998,0,0,0,0,0,2,0
1,6,0,0,11,1,2,30,49.19048,16.58008,1,0,0,0,0,1,0
2,6,0,0,12,1,2,55,50.511990000000004,13.636079999999998,0,0,0,0,0,1,3
1,6,5700,0,18,0,1,27,49.764309999999995,13.441320000000001,0,0,0,0,0,0,0
4,2,0,0,14,1,2,67,50.03815,15.77312,0,0,0,0,0,1,4
2,6,0,0,14,0,2,70,49.20557,16.621560000000002,0,0,0,0,0,2,4
7,3,0,0,8,0,1,101,50.088429999999995,14.469029999999998,0,0,0,0,0,4,6
2,6,0,0,11,1,2,58,50.63532,13.81415,0,0,0,0,0,1,3
3,6,0,0,8,1,1,59,50.08952,14.33071,0,0,0,0,0,3,3
2,6,0,0,8,1,2,50,50.63497,13.81776,0,0,0,0,0,0,2
3,6,22000,3000,8,0,2,60,50.07079,14.45909,0,0,0,0,0,3,3
1,6,17800,2800,8,0,1,42,50.07877,14.486460000000001,0,0,0,0,0,2,1
14,6,0,0,8,1,2,100,49.16576,16.56046,0,0,0,0,0,2,6
1,6,9500,2200,12,0,2,26,49.72847,13.35295,0,0,0,0,0,1,0
1,1,0,0,8,1,1,37,50.06679000000001,14.423470000000002,0,0,0,0,0,4,1
0,3,0,0,11,1,0,51,50.66575,14.01745,0,0,0,0,0,1,2
2,6,13000,3000,12,0,2,45,50.108509999999995,14.47528,0,0,0,0,0,2,2
3,6,0,0,0,0,2,64,50.07444,14.3587,1,0,0,0,0,2,3
14,6,0,0,8,0,2,85,50.14574,14.44887,0,0,0,0,0,3,5
2,6,0,0,13,0,2,56,50.08921,14.34678,0,0,0,0,0,2,3
3,6,0,0,12,0,2,48,50.05929,14.328120000000002,1,0,0,0,0,2,2
1,0,29000,3500,13,0,1,48,50.01268,14.40008,0,0,0,0,0,2,2
3,6,23000,2200,8,0,2,61,49.59976,17.22015,1,0,0,0,0,2,3
3,6,20000,3500,0,0,1,48,50.13269,14.56054,0,0,0,0,0,2,2
2,6,20000,2500,18,0,1,49,50.03936,15.80422,0,0,0,0,0,1,2
5,6,40000,5000,0,0,1,60,50.08691,14.44902,0,0,0,0,0,3,3
14,6,9600,1700,18,0,2,25,49.82144,18.33216,0,0,0,0,0,0,0
0,2,9500,3000,8,0,2,30,50.03574,15.79558,0,0,0,0,0,0,0
6,6,2,5500,0,0,2,125,50.14981,14.44963,0,0,0,0,0,3,7
5,2,90000,6000,8,0,1,80,50.08598,14.42067,0,0,0,0,0,7,4
5,2,21000,3500,12,0,2,57,50.62026,13.611629999999998,0,0,0,0,0,1,3
0,6,10000,4000,18,0,2,49,49.96018,14.06861,0,0,0,0,0,1,2
6,6,50000,800,8,0,2,84,50.07218,14.43984,0,0,0,0,0,4,5
1,2,15000,2375,18,0,1,30,49.21432,16.63805,0,0,0,0,0,1,0
2,6,15000,800,15,0,2,52,49.82822,18.17395,0,0,0,0,0,1,2
0,6,10000,2200,18,0,2,33,49.5673,17.26181,0,0,0,0,0,1,1
1,2,11500,2500,17,0,2,24,49.22474,16.62509,0,0,0,0,0,1,0
5,1,36000,3000,8,0,1,81,50.05163,14.32979,1,0,0,0,0,3,4
3,6,0,0,0,0,2,42,50.11555,14.56542,0,0,0,0,0,2,1
4,6,0,0,12,1,1,76,50.03765,14.51916,0,0,0,0,0,3,4
2,6,0,0,8,0,2,62,50.0702,14.38704,0,0,0,0,0,3,3
3,6,0,0,8,0,2,49,50.05099000000001,14.34008,0,0,0,0,0,2,2
0,2,0,0,12,0,2,34,48.98435,14.48092,0,0,0,0,0,1,1
9,6,0,0,11,0,0,181,50.07832,14.40331,0,0,0,0,0,8,9
3,2,0,0,8,1,2,40,50.60794,13.74336,0,0,0,0,0,0,1
2,6,0,0,17,1,2,67,50.06834,14.45508,0,0,0,0,0,3,4
3,6,0,0,14,0,2,48,50.09932,14.43641,0,0,0,0,0,3,2
3,6,0,500,11,1,2,51,50.08587,14.45051,0,0,0,0,0,3,2
3,6,0,0,11,1,2,54,50.08579,14.5631,0,0,0,0,0,2,2
4,6,0,0,11,1,2,62,50.50155,13.63291,0,0,0,0,0,1,3
5,6,0,0,8,0,2,60,50.06489000000001,14.49804,0,0,0,0,0,2,3
14,6,0,0,8,1,0,120,49.21721,16.38573,0,0,0,0,0,2,7
1,6,0,0,18,1,2,30,49.9369,17.8989,0,0,0,0,0,0,0
5,6,30001,5000,8,0,2,102,50.03252,14.37717,0,0,0,0,0,4,6
3,6,0,0,8,0,2,58,50.06489000000001,14.49804,0,0,0,0,0,2,3
3,6,0,0,0,1,2,51,50.16043,14.31477,0,0,0,0,0,1,2
6,6,0,3000,12,1,0,95,50.09434,14.46474,0,0,0,0,0,3,5
3,1,0,0,13,0,1,49,50.00633,14.41473,0,0,0,0,0,2,2
4,6,40000,3000,13,0,1,57,50.06309,14.42531,0,0,0,0,0,3,3
8,6,0,0,13,1,0,200,50.08991,14.42166,0,0,0,0,0,8,10
3,6,0,0,13,1,1,50,50.06636,14.41923,0,0,0,0,0,3,2
14,6,0,0,18,1,0,250,50.00326,14.55774,0,0,0,0,0,7,11
3,1,0,0,8,0,2,56,50.13054,14.49542,1,0,0,0,0,3,3
3,2,0,0,14,1,2,54,50.12636,14.42029,0,0,0,0,0,2,2
5,6,16000,0,17,0,2,78,50.00154000000001,14.46339,0,0,0,0,0,2,4
4,6,500,0,0,0,1,69,48.9851,14.43743,0,0,0,0,0,0,4
4,1,15000,3000,9,0,2,98,50.03042,15.19212,0,0,0,0,0,2,6
3,6,30000,3000,14,0,1,52,50.10066,14.41749,0,0,0,0,0,3,2
