Cena,Další vybavení,Dispozice,Druh,Energetická náročnost budovy,K nastěhování,Kauce,Měsíční poplatky,Podlaží,Poznámka,Pronájem přidán,Provize realitní kanceláře,Vybavený,Výměra,data-id,data-idx,geo-lat,geo-lng,id
45 000 Kč/měsíc,,3+1,Pronájem,G - (neuvedeno),,,,3. patro," + poplatky Kč 1.500,- + provize RK",před měsícem,Info u RK,Částečně,107 m2,3057028,18,50.07596,14.41969,#offer-18
45 000 Kč/měsíc,,4+kk,Pronájem,G - Mimořádně nehospodárná,,,,4. patro, Neplatíte provizi. Kompletně luxusně zařízené.,před 8 měsíci,Info u RK,Částečně,107 m2,2535497,19,50.08986,14.42866,#offer-19
48 000 Kč/měsíc,,dům,Pronájem,G - (neuvedeno),,,,," + poplatky 5000 Kč, včetně provize RK",před 4 měsíci,Info u RK,Částečně,240 m2,3009814,0,50.00171,14.56031,#offer-0
48 500 Kč/měsíc,,4+1,Pronájem,G - (neuvedeno),,,,5. patro,,před 4 měsíci,Info u RK,Úplně,188 m2,2999699,1,50.0674,14.40739,#offer-1
49 000 Kč/měsíc,,dům,Pronájem,G - (neuvedeno),,,,," + poplatky 16000 Kč, včetně provize, vratná kauce",před 4 měsíci,Info u RK,Částečně,230 m2,3009810,2,50.09399000000001,14.538670000000002,#offer-2
49 000 Kč/měsíc,Balkón,2+1,Pronájem,G - (neuvedeno),,,,3. patro,,před 4 měsíci,Info u RK,Úplně,78 m2,3009699,3,50.08977,14.42237,#offer-3
45 000 Kč/měsíc,Balkón,4+1,Pronájem,G - Mimořádně nehospodárná,,,,4. patro," 2 měsíční kauce, provize 24000 Kč",před 4 měsíci,Ano,Částečně,130 m2,2996438,4,50.09027,14.419629999999998,#offer-4
45 000 Kč/měsíc,,2+1,Pronájem,G - Mimořádně nehospodárná,,,,6. patro," + provize RK, + kauce",před 7 dny,Info u RK,Úplně,87 m2,3068982,5,50.0879,14.42511,#offer-5
45 000 Kč/měsíc,Balkón,dům,Pronájem,G - Mimořádně nehospodárná,,,,, + kauce a energie,před 16 dny,Info u RK,Částečně,869 m2,3059374,6,50.1354,14.28776,#offer-6
47 000 Kč/měsíc,Balkón,dům,Pronájem,G - Mimořádně nehospodárná,,,,,,před 16 dny,Info u RK,Vůbec,652 m2,3049857,7,49.87087,18.25924,#offer-7
50 000 Kč/měsíc,,dům,Pronájem,G - Mimořádně nehospodárná,,,50 000 Kč/měsíc,," + poplatky, elektřina, provize RK",před 16 dny,Info u RK,Částečně,200 m2,3061284,8,49.99562,14.46784,#offer-8
48 000 Kč/měsíc,,dům,Pronájem,G - Mimořádně nehospodárná,,,55 000 Kč/měsíc,," + provize RK, 1x kauce, poplatky 6000 Kč",před 16 dny,Info u RK,Vůbec,639 m2,3024165,9,50.00326,14.55774,#offer-9
45 000 Kč/měsíc,,dům,Pronájem,G - Mimořádně nehospodárná,,,,," Poplatky 8.000,- + kauce 2x nájem + provize RK 50% nájmu",před 23 dny,Info u RK,Částečně,207 m2,3061705,10,50.13335,14.32795,#offer-10
49 900 Kč/měsíc,,5+1,Pronájem,G - Mimořádně nehospodárná,,,,7. patro," Poplatky 6600 Kč vč. internetu, převod plynu a elektřiny na nájemce",před 19 dny,Info u RK,Částečně,182 m2,3063196,11,50.0824,14.45222,#offer-11
45 000 Kč/měsíc,Balkón,dům,Pronájem,C - Úsporná,,,45 000 Kč/měsíc,," + 2500,- poplatky, + 60.000,- kauce, + 45.000,- provize RK",před 16 dny,Info u RK,Částečně,1086 m2,3054631,12,50.14427,14.31243,#offer-12
46 000 Kč/měsíc,,5+1,Pronájem,G - Mimořádně nehospodárná,,,,2. patro," 10000,- poplatky",před 13 dny,Info u RK,Částečně,188 m2,2709156,13,50.05138,14.425020000000002,#offer-13
45 000 Kč/měsíc,,dům,Pronájem,B - Velmi úsporná,,,,,,před 16 dny,Info u RK,Částečně,2248 m2,3034787,14,50.05103,14.62396,#offer-14
45 000 Kč/měsíc,,5+kk,Pronájem,G - Mimořádně nehospodárná,,,,2. patro," + poplatky 10.000,- Kč",před měsícem,Info u RK,Částečně,168 m2,2732780,15,50.07766,14.42644,#offer-15
45 000 Kč/měsíc,Balkón,dům,Pronájem,G - Mimořádně nehospodárná,,,,," + služby 5.500 Kč, + kauce 45.000 Kč, + provize RK 45.000 Kč",před měsícem,Info u RK,Částečně,210 m2,3058392,16,50.00846,14.4596,#offer-16
45 000 Kč/měsíc,Sklep,4+kk,Pronájem,C - Úsporná,,,,2. patro, poplatky + energie: 6 181 Kč/měsíčně pro 4 osoby,před měsícem,Info u RK,Úplně,104 m2,3055618,17,50.08391,14.37409,#offer-17
49 900 Kč/měsíc,Balkón,3+1,Pronájem,G - Mimořádně nehospodárná,,,,5. patro," + 3.500,- Kč (elektřina, voda, plyn)
služby jsou již zahrnuty v ceně (recepce, úklid, internet, osvě",před měsícem,Info u RK,Úplně,120 m2,1445839,18,50.07606,14.40845,#offer-18
50 000 Kč/měsíc,,5+1,Pronájem,G - Mimořádně nehospodárná,,,,,,před 20 dny,Info u RK,Částečně,150 m2,3062890,19,50.07279000000001,14.42927,#offer-19
45 000 Kč/měsíc,Balkón,6+1,Pronájem,G - Mimořádně nehospodárná,,,,4. patro, Včetně poplatků. Energie dle spotřeby.,před měsícem,Info u RK,Úplně,268 m2,3055883,0,50.0849,14.44894,#offer-0
45 000 Kč/měsíc,Sklep,3+kk,Pronájem,G - Mimořádně nehospodárná,,,3 000 Kč/měsíc,5. patro,,před 2 měsíci,Info u RK,Částečně,96 m2,3049292,1,50.07791,14.44082,#offer-1
49 000 Kč/měsíc,,5+1,Pronájem,G - Mimořádně nehospodárná,,,5 000 Kč/měsíc,5. patro," poplatky 800 Kč/1 osoba + elektřina + plyn, + popř. parkovací stání 2 000 Kč/1 stání",před 20 dny,Info u RK,Úplně,130 m2,3062605,2,50.10085,14.42218,#offer-2
50 000 Kč/měsíc,Sklep,3+1,Pronájem,G - Mimořádně nehospodárná,,,,1. patro, + provize,před 2 měsíci,Ano,Úplně,125 m2,3044711,3,50.07023,14.43936,#offer-3
45 000 Kč/měsíc,,dům,Pronájem,B - Velmi úsporná,,,,," + spotřeba vody, elektřiny a plynu",před měsícem,Info u RK,Částečně,168 m2,3058393,4,50.04505,14.55301,#offer-4
45 000 Kč/měsíc,"Sklep, Balkón",4+kk,Pronájem,G - (neuvedeno),,,,3. patro, + 5500 poplatky,před měsícem,Info u RK,Částečně,105 m2,2874656,5,50.07534,14.45631,#offer-5
49 000 Kč/měsíc,Sklep,2+kk,Pronájem,B - Velmi úsporná,,,,7. patro,,před 2 měsíci,Info u RK,Úplně,77 m2,3044639,6,50.07809,14.432570000000002,#offer-6
50 000 Kč/měsíc,Balkón,3+1,Pronájem,E - Nehospodárná,,,,3. patro, Cena k jednání,před měsícem,Info u RK,Úplně,117 m2,2806169,7,50.07638,14.40835,#offer-7
45 000 Kč/měsíc,,3+kk,Pronájem,G - (neuvedeno),,,,4. patro," +800 Kč/osoba + elektrika + plyn
+ 5000.- parkovací místo v případě zájmu",před měsícem,Info u RK,Částečně,113 m2,1473462,8,50.09093,14.42826,#offer-8
45 000 Kč/měsíc,Sklep,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,5. patro," + provize, včetně právního servisu",před 2 měsíci,Ano,Částečně,125 m2,3044280,9,50.07957,14.435770000000002,#offer-9
50 000 Kč/měsíc,,5+1,Pronájem,G - Mimořádně nehospodárná,,,,6. patro," + 8.000,- Kč poplatky",před měsícem,Info u RK,Úplně,168 m2,3055622,10,50.0753,14.45404,#offer-10
45 000 Kč/měsíc,,3+1,Pronájem,G - Mimořádně nehospodárná,,,7 000 Kč/měsíc,2. patro," poplatky 5 000 Kč energie + 2 000 Kč společné prostory. Uvedené ceny nájmů a fixních poplatků za energie jsou bez DPH, pouze fyzickým osobám nebude fakturováno DPH k ceně nájmu.",před měsícem,Info u RK,Úplně,107 m2,2914280,11,50.08997,14.42884,#offer-11
46 000 Kč/měsíc,Balkón,3+kk,Pronájem,G - (neuvedeno),,,,2. patro, + cca 3000 CZK,před měsícem,Info u RK,Částečně,98 m2,2851865,12,50.07596,14.41969,#offer-12
48 900 Kč/měsíc,Sklep,4+kk,Pronájem,G - Mimořádně nehospodárná,,,,4. patro, + 7900.-,před 2 měsíci,Info u RK,Úplně,128 m2,3040896,13,50.05109,14.42421,#offer-13
45 000 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,6 000 Kč/měsíc,4. patro,,před 2 lety,Info u RK,Částečně,109 m2,2177109,14,50.07904,14.44967,#offer-14
45 000 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,6. patro, + energie + domovní služby 2 000 Kč/měs.,před rokem,Info u RK,Vůbec,137 m2,2603747,15,50.09113,14.42485,#offer-15
45 000 Kč/měsíc,Balkón,dům,Pronájem,D - Méně úsporná,,,7 000 Kč/měsíc,Přízemí,,před 2 měsíci,Info u RK,Úplně,200 m2,3039255,16,50.04209,14.34455,#offer-16
45 000 Kč/měsíc,Balkón,dům,Pronájem,G - Mimořádně nehospodárná,,,,Přízemí," + poplatky 6.000,-Kč",před 9 měsíci,Info u RK,Částečně,377 m2,2857704,17,50.06428,14.37856,#offer-17
45 000 Kč/měsíc,,4+kk,Pronájem,G - Mimořádně nehospodárná,,,7 000 Kč/měsíc,4. patro,,před 9 měsíci,Info u RK,Úplně,100 m2,2867184,18,50.09024,14.36692,#offer-18
50 000 Kč/měsíc,Balkón,3+1,Pronájem,G - Mimořádně nehospodárná,,,5 000 Kč/měsíc,3. patro,,před 3 lety,Info u RK,Úplně,110 m2,1693417,19,50.0878,14.41639,#offer-19
45 000 Kč/měsíc,Balkón,4+kk,Pronájem,G - Mimořádně nehospodárná,,,7 000 Kč/měsíc,2. patro, poplatky 7 000 Kč,před 10 měsíci,Info u RK,Úplně,107 m2,2813366,0,50.08986,14.42866,#offer-0
50 000 Kč/měsíc,Balkón,dům,Pronájem,C - Úsporná,,,0 Kč/měsíc,Přízemí,,před rokem,Info u RK,Vůbec,199 m2,2531419,1,50.07628,14.31954,#offer-1
50 000 Kč/měsíc,Balkón,dům,Pronájem,G - Mimořádně nehospodárná,,,,," Kauce 2 najmy, bez poplatků, včetně provize, včetně právního servisu",před 3 měsíci,Ano,Částečně,400 m2,3025160,2,50.01599,14.44976,#offer-2
50 000 Kč/měsíc,Balkón,dům,Pronájem,G - Mimořádně nehospodárná,,,,," kauce 2 měsíční nájmy, bez poplatků, + provize, včetně právního servisu",před 3 měsíci,Ano,Úplně,250 m2,3024856,3,49.98003,14.09621,#offer-3
50 000 Kč/měsíc,,3+kk,Pronájem,C - Úsporná,,,,5. patro, Odměna RK ve výši jednoho měsíčního nájmu,před 10 měsíci,Info u RK,Úplně,119 m2,2820581,4,50.07548,14.45863,#offer-4
50 000 Kč/měsíc,,dům,Pronájem,G - Mimořádně nehospodárná,,,,," kauce 3 měsíční nájmy, bez poplatků, + provize, včetně právního servisu",před 3 měsíci,Ano,Úplně,138 m2,3024855,6,50.03605,14.41671,#offer-6
50 000 Kč/měsíc,"Sklep, Balkón",5+kk,Pronájem,G - Mimořádně nehospodárná,,,,3. patro," +popl. 5000, K nájemnému bude připočteno DPH, kauce 1 měsíční nájem a provize RK",před 3 měsíci,Info u RK,Částečně,143 m2,3029870,7,50.08782,14.38996,#offer-7
49 000 Kč/měsíc,Balkón,4+kk,Pronájem,E - Nehospodárná,,,,5. patro, + měsíční zálohy na služby a spotřebu energií,před 4 měsíci,Info u RK,Částečně,205 m2,3010824,8,50.07744,14.43556,#offer-8
50 000 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,5. patro, + zálohy na energie 4000 Kč/měsíc + poplatky 4500 Kč/měsíc,před 7 měsíci,Info u RK,Úplně,124 m2,2923315,9,50.07101,14.44731,#offer-9
50 000 Kč/měsíc,"Sklep, Balkón",3+kk,Pronájem,G - Mimořádně nehospodárná,,,,2. patro, +2500.- + elektřina a plyn,před 2 měsíci,Info u RK,Částečně,109 m2,3048678,10,50.07837,14.44483,#offer-10
50 000 Kč/měsíc,,2+1,Pronájem,G - Mimořádně nehospodárná,,,,2. patro,,před 5 měsíci,Ano,Úplně,115 m2,2787712,11,50.07549,14.44934,#offer-11
50 000 Kč/měsíc,,3+1,Pronájem,G - Mimořádně nehospodárná,,,5 000 Kč/měsíc,5. patro, +poplatky 5 000 Kč,před 3 lety,Info u RK,Úplně,110 m2,1613708,12,50.0878,14.41639,#offer-12
50 000 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,6 000 Kč/měsíc,5. patro,,před 2 lety,Info u RK,Částečně,116 m2,2177111,13,50.07904,14.44967,#offer-13
46 450 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,7 000 Kč/měsíc,4. patro,,před 3 lety,Info u RK,Úplně,92 m2,1613775,14,50.07673,14.43506,#offer-14
46 450 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,7 000 Kč/měsíc,2. patro,,před 3 lety,Info u RK,Úplně,94 m2,1613774,15,50.07673,14.43506,#offer-15
45 000 Kč/měsíc,Balkón,4+1,Pronájem,G - Mimořádně nehospodárná,,,,4. patro,,před 4 měsíci,Info u RK,Částečně,125 m2,3011291,16,50.07596,14.41969,#offer-16
48 000 Kč/měsíc,Sklep,3+kk,Pronájem,G - Mimořádně nehospodárná,,,10 000 Kč/měsíc,1. patro, poplatky 10 000 Kč,před 3 lety,Info u RK,Částečně,145 m2,1613627,17,50.11617,14.42006,#offer-17
46 000 Kč/měsíc,Balkón,dům,Pronájem,C - Úsporná,,,,," Vyúčtovatelné poplatky 8500,-. Kauce 92000,-.",před 5 měsíci,Info u RK,Částečně,196 m2,2572590,18,50.14437,14.32403,#offer-18
48 000 Kč/měsíc,,4+1,Pronájem,G - Mimořádně nehospodárná,,,,5. patro, Poplatky 6 000 Kč měsíčně,před 7 měsíci,Info u RK,Částečně,155 m2,2930809,19,50.10434,14.40899,#offer-19
48 000 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,1. patro, + poplatky 5000 Kč + zálohy na energie 5000 Kč,před 5 měsíci,Info u RK,Vůbec,125 m2,2993554,0,50.11991,14.42411,#offer-0
48 000 Kč/měsíc,Sklep,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,1. patro, Poplatky 10 000 Kč měsíčně.,před 4 měsíci,Info u RK,Vůbec,145 m2,2999751,1,50.11602,14.41921,#offer-1
45 000 Kč/měsíc,,4+kk,Pronájem,G - Mimořádně nehospodárná,,,,2. patro, Poplatky 7 000 Kč/měsíc,před 6 měsíci,Info u RK,Úplně,107 m2,2952361,2,50.09,14.42884,#offer-2
46 450 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,2. patro," služby a zálohy na energie 7.000,-/měsíc, kauce 2 nájmy",před 2 lety,Info u RK,Částečně,94 m2,2427884,3,50.08046,14.43821,#offer-3
45 000 Kč/měsíc,Balkón,dům,Pronájem,G - Mimořádně nehospodárná,,,6 000 Kč/měsíc,Přízemí, poplatky 6.000 Kč,před 3 lety,Info u RK,Vůbec,280 m2,1613742,4,50.02088,14.58186,#offer-4
45 000 Kč/měsíc,Sklep,2+kk,Pronájem,G - Mimořádně nehospodárná,,,,4. patro, Poplatky 4 000 Kč,před rokem,Info u RK,Vůbec,74 m2,2616080,5,50.10413,14.40449,#offer-5
45 000 Kč/měsíc,,3+kk,Pronájem,C - Úsporná,,,,5. patro, + energie,před 7 měsíci,Info u RK,Úplně,100 m2,960151,6,50.07573,14.42691,#offer-6
48 500 Kč/měsíc,Balkón,2+kk,Pronájem,G - (neuvedeno),,,,4. patro, včetně všech poplatků a služeb,před rokem,Info u RK,Částečně,50 m2,2638692,7,50.08064,14.41681,#offer-7
50 000 Kč/měsíc,,4+kk,Pronájem,G - Mimořádně nehospodárná,,,,4. patro, +4000.-,před 2 měsíci,Info u RK,Úplně,125 m2,3038897,8,50.07346,14.40913,#offer-8
46 450 Kč/měsíc,Balkón,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,3. patro, + 5000 poplatky + 2000 služby + 3000 garáž,před měsícem,Info u RK,Částečně,91 m2,1473445,9,50.08046,14.43821,#offer-9
45 000 Kč/měsíc,Balkón,4+1,Pronájem,G - Mimořádně nehospodárná,,,,4. patro," + poplatky 1500,- Kč
+ elektřina a plyn na nájemce",před 5 měsíci,Info u RK,Úplně,125 m2,2974090,11,50.09027,14.419629999999998,#offer-11
48 000 Kč/měsíc,Sklep,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,2. patro," + 5.000 Kč zálohy na energie
+ 5.000 Kč služby",před 6 měsíci,Info u RK,Částečně,145 m2,960474,12,50.1165,14.4197,#offer-12
45 490 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,6. patro, Poplatky 4 250 Kč/měsíc + 600 Kč každá další osoba + elektřina,před 5 měsíci,Info u RK,Vůbec,122 m2,2976562,13,50.0996,14.42439,#offer-13
50 000 Kč/měsíc,,celý pokoj,Pronájem,G - Mimořádně nehospodárná,,,,7. patro, + zálohy na služby,před 10 měsíci,Ano,Úplně,190 m2,2820751,14,49.20234,16.595229999999994,#offer-14
45 000 Kč/měsíc,,4+kk,Pronájem,G - Mimořádně nehospodárná,,,,2. patro," + poplatky 7000,-",před 2 měsíci,Info u RK,Úplně,106 m2,1390988,15,50.08986,14.42866,#offer-15
49 800 Kč/měsíc,,2+kk,Pronájem,G - (neuvedeno),,,,6. patro," + 1000.-/osoba + elektřina, plyn",před 8 měsíci,Info u RK,Částečně,60 m2,2847703,17,50.07859000000001,14.449979999999998,#offer-17
50 000 Kč/měsíc,,2+kk,Pronájem,G - (neuvedeno),,,,4. patro, + poplatky,před 9 měsíci,Info u RK,Částečně,153 m2,2856337,18,50.10414,14.40449,#offer-18
46 000 Kč/měsíc,,3+kk,Pronájem,G - (neuvedeno),,,,5. patro, + poplatky,před 8 měsíci,Info u RK,Částečně,95 m2,2606443,19,50.08023,14.41475,#offer-19
11 000 Kč/měsíc,"Pračka, Lednice, Sklep, Balkón",1+kk,Pronájem,A - Mimořádně úsporná,1. 1. 2019,20 000 Kč,2 600 Kč/měsíc,3. patro,,před 6 dny,Bez provize,Úplně,44 m2,2640827,13,49.19432000000001,16.6417,#offer-13
14 000 Kč/měsíc,"Pračka, Lednice",2+kk,Pronájem,G - Mimořádně nehospodárná,1. 2. 2019,14 000 Kč,1 200 Kč/měsíc,1. patro,,před dnem,,Úplně,50 m2,3068697,14,49.20764000000001,16.60143,#offer-14
16 000 Kč/měsíc,"Pračka, Lednice, Sklep, Balkón",3+kk,Pronájem,G - (neuvedeno),Ihned,16 000 Kč,0 Kč/měsíc,9. patro,,před 3 lety,Bez provize,Částečně,78 m2,1810018,15,50.00154000000001,14.46339,#offer-15
3 200 Kč/měsíc,"Sklep, Balkón",1+kk,Pronájem,G - (neuvedeno),,6 400 Kč,,1. patro, Bez služeb a elektřiny. Vratná kauce 6 400 Kč. Poplatek RK 2500 Kč.,před 2 dny,Info u RK,Částečně,30 m2,3069573,0,50.77043,14.21731,#offer-0
4 000 Kč/měsíc,,2+kk,Pronájem,G - (neuvedeno),,,,5. patro,,před 2 dny,Info u RK,Částečně,45 m2,3069056,1,50.69529,14.53506,#offer-1
4 000 Kč/měsíc,Sklep,1+kk,Pronájem,G - (neuvedeno),,,,1. patro,,před 21 dny,Info u RK,Částečně,23 m2,3060383,2,50.11448,12.53097,#offer-2
4 000 Kč/měsíc,,1+1,Pronájem,G - (neuvedeno),,15 000 Kč,,4. patro," + služby 2.110,- Kč + kauce 15.000,- Kč + vlastní spotřeba elektřiny a plynu + provize",před 24 dny,Info u RK,Částečně,35 m2,3058518,3,50.78299000000001,14.21567,#offer-3
4 000 Kč/měsíc,Sklep,1+1,Pronájem,G - (neuvedeno),Ihned,,,6. patro,,před 8 dny,Info u RK,Částečně,37 m2,3066260,4,50.3058,12.55375,#offer-4
3 000 Kč/měsíc,,2+1,Pronájem,G - (neuvedeno),,,,Přízemí,,před 10 dny,Info u RK,Částečně,53 m2,3065338,5,49.08311,17.71043,#offer-5
3 206 Kč/měsíc,,1+1,Pronájem,G - (neuvedeno),,,,5. patro,,před 8 dny,Info u RK,Částečně,38 m2,3066128,6,50.59626,13.614670000000002,#offer-6
3 321 Kč/měsíc,,1+1,Pronájem,G - (neuvedeno),,,,2. patro,,před 8 dny,Info u RK,Částečně,31 m2,3066129,7,50.60296,13.60805,#offer-7
3 000 Kč/měsíc,,3+1,Pronájem,G - (neuvedeno),,,,4. patro,,před dnem,Info u RK,Částečně,74 m2,3072117,8,49.40032,15.60919,#offer-8
3 900 Kč/měsíc,,1+kk,Pronájem,G - (neuvedeno),,,,1. patro, Včetně služeb. Vratná kauce 5000 Kč. Poplátek RK 2500 Kč.,před měsícem,Info u RK,Částečně,19 m2,3055639,9,50.78044000000001,14.21544,#offer-9
3 500 Kč/měsíc,,1+kk,Pronájem,G - (neuvedeno),,,,2. patro,,před 20 dny,Info u RK,Částečně,1 m2,3061218,10,49.26126,13.90218,#offer-10
3 429 Kč/měsíc,,1+1,Pronájem,G - (neuvedeno),,,,2. patro,,před měsícem,Info u RK,Částečně,32 m2,3052134,11,50.60296,13.60805,#offer-11
3 725 Kč/měsíc,,3+1,Pronájem,G - (neuvedeno),,,,5. patro,,před měsícem,Info u RK,Částečně,78 m2,3052135,12,50.59099000000001,13.5626,#offer-12
4 800 Kč/měsíc,"Lednice, Sklep, Balkón",dům,Pronájem,G - (neuvedeno),Ihned,9 600 Kč,1 700 Kč/měsíc,Přízemí,,před 16 dny,Bez provize,Částečně,25 m2,2468261,0,49.82144,18.33216,#offer-0
5 000 Kč/měsíc,"Pračka, Balkón",garsonka,Pronájem,C - Úsporná,Ihned,20 000 Kč,1 200 Kč/měsíc,1. patro,,před 6 dny,Bez provize,Částečně,27 m2,2970262,1,49.84917,18.31168,#offer-1
5 000 Kč/měsíc,,1+1,Pronájem,G - Mimořádně nehospodárná,,,,2. patro," + zálohy na služby, provize a vratná kauce",před 2 dny,Info u RK,Částečně,36 m2,3069522,2,49.74321,18.62572,#offer-2
5 000 Kč/měsíc,Sklep,1+1,Pronájem,G - Mimořádně nehospodárná,,,,2. patro," + služby (300,-Kč/osobu-vodné/stočné, el. společných prostor) + elektřina (cca 500,-Kč) +plyn (cca 1300,-Kč Kauce: 10.000,-Kč. Provize RK: 5.000,-Kč",před 3 dny,Info u RK,Částečně,38 m2,2749270,3,49.9455,17.8944,#offer-3
5 000 Kč/měsíc,,1+kk,Pronájem,G - Mimořádně nehospodárná,,,,Přízemí," +inakaso a služby 2190,-kč, kauce 10000,-kč, provize rk 6100,-kč",před 8 dny,Info u RK,Částečně,30 m2,3066495,4,49.9407,17.9018,#offer-4
5 000 Kč/měsíc,,1+kk,Pronájem,D - Méně úsporná,,,,Přízemí," +inakaso a služby 2200,-kč, kauce 10000,-kč, provize rk 5000,-kč",před 11 dny,Info u RK,Částečně,22 m2,3065006,5,49.94507,17.9079,#offer-5
5 000 Kč/měsíc,Sklep,garsonka,Pronájem,G - Mimořádně nehospodárná,Ihned,8 000 Kč,3 500 Kč/měsíc,11. patro,,před 6 dny,Ano,Částečně,23 m2,3067751,6,49.22368,16.621779999999998,#offer-6
4 000 Kč/měsíc,,1+kk,Pronájem,G - Mimořádně nehospodárná,,,,1. patro," inkaso 1 500,-Kč, elektřinu si nájemník přepíše na sebe",před 17 hodinami,Info u RK,Částečně,25 m2,3072363,7,48.86648,16.036739999999998,#offer-7
5 000 Kč/měsíc,,1+1,Pronájem,G - Mimořádně nehospodárná,,,,1. patro," inkaso 1900,- Kč",před 2 dny,Info u RK,Částečně,25 m2,3069889,9,48.8486,16.08549,#offer-9
5 000 Kč/měsíc,"Sklep, Balkón",2+1,Pronájem,G - Mimořádně nehospodárná,,,,4. patro," + sužby 3900,- Kč",před měsícem,Ano,Částečně,53 m2,3057032,10,49.83421,18.18576,#offer-10
4 500 Kč/měsíc,Sklep,1+1,Pronájem,D - Méně úsporná,,,2 500 Kč/měsíc,1. patro," + média a služby, celkem 2500--Kč, kauce měsíční platba, provize",před měsícem,Info u RK,Částečně,43 m2,3053822,11,49.55427,14.337370000000002,#offer-11
4 100 Kč/měsíc,Sklep,2+1,Pronájem,C - Úsporná,,,,2. patro,,před 20 dny,Info u RK,Vůbec,45 m2,2955209,12,50.74047,14.31255,#offer-12
5 000 Kč/měsíc,Sklep,1+kk,Pronájem,C - Úsporná,,,0 Kč/měsíc,2. patro, + provize RK,před 15 dny,Info u RK,Částečně,20 m2,3063200,13,50.68369000000001,14.02636,#offer-13
4 000 Kč/měsíc,"Sklep, Balkón",2+kk,Pronájem,D - Méně úsporná,,,,3. patro, + jistina a provize RK,před měsícem,Info u RK,Částečně,45 m2,3048728,14,50.60235,13.74751,#offer-14
5 000 Kč/měsíc,Sklep,1+1,Pronájem,G - Mimořádně nehospodárná,,,,3. patro,,před 8 měsíci,Info u RK,Částečně,36 m2,2569834,15,50.76279,14.1842,#offer-15
5 000 Kč/měsíc,"Pračka, Lednice, Sklep, Balkón",1+kk,Pronájem,B - Velmi úsporná,Ihned,5 000 Kč,0 Kč/měsíc,8. patro,,před 3 měsíci,Ano,Úplně,30 m2,2651269,16,49.84393,18.29634,#offer-16
4 200 Kč/měsíc,,2+1,Pronájem,G - (neuvedeno),Ihned,12 600 Kč,2 300 Kč/měsíc,2. patro,,před 5 měsíci,Ano,Vůbec,50 m2,2983273,17,50.66398,14.02222,#offer-17
4 400 Kč/měsíc,,1+1,Pronájem,C - Úsporná,,,,3. patro,,před 5 měsíci,Info u RK,Částečně,43 m2,2986253,18,50.64459,14.0495,#offer-18
4 200 Kč/měsíc,,2+1,Pronájem,G - (neuvedeno),,,,3. patro," + 2300,- Kč služby",před 5 měsíci,Info u RK,Částečně,50 m2,1870055,19,50.6682,14.01659,#offer-19
4 500 Kč/měsíc,,2+kk,Pronájem,G - Mimořádně nehospodárná,,,,1. patro, jistina + provize RK.,před 8 měsíci,Info u RK,Částečně,45 m2,2884593,0,50.65438,13.82254,#offer-0
4 500 Kč/měsíc,,2+kk,Pronájem,G - Mimořádně nehospodárná,,,,3. patro, + služby,před 5 měsíci,Info u RK,Vůbec,47 m2,2430430,1,50.672,14.10299,#offer-1
4 800 Kč/měsíc,,1+kk,Pronájem,G - (neuvedeno),,,0 Kč/měsíc,2. patro," včetně energií a internetu. 1 x kauce, provize + výroba klíčů, včetně poplatků",před 3 lety,Info u RK,Částečně,15 m2,1267549,2,49.59349,17.24973,#offer-2
5 000 Kč/měsíc,Lednice,garsonka,Pronájem,G - Mimořádně nehospodárná,Ihned,0 Kč,2 000 Kč/měsíc,1. patro,,před 24 dny,Ano,Úplně,20 m2,3058289,3,50.13506,12.81925,#offer-3
4 000 Kč/měsíc,,1+kk,Pronájem,G - (neuvedeno),Ihned,4 000 Kč,2 000 Kč/měsíc,Přízemí,,před rokem,7 260 Kč,Vůbec,23 m2,2665642,4,49.47729,17.1182,#offer-4
4 000 Kč/měsíc,Sklep,1+1,Pronájem,E - Nehospodárná,,,2 300 Kč/měsíc,2. patro,,před 2 měsíci,Info u RK,Vůbec,29 m2,3039823,5,50.62197000000001,13.60007,#offer-5
5 000 Kč/měsíc,Lednice,2+kk,Pronájem,G - (neuvedeno),Ihned,5 000 Kč,2 500 Kč/měsíc,Přízemí,,před 6 měsíci,6 050 Kč,Částečně,40 m2,2946773,6,49.56717,17.411479999999994,#offer-6
