Cena,Další vybavení,Dispozice,Druh,Energetická náročnost budovy,K nastěhování,Kauce,Měsíční poplatky,Podlaží,Poznámka,Pronájem přidán,Provize realitní kanceláře,Vybavený,Výměra,data-id,data-idx,geo-lat,geo-lng,id
31 000 Kč/měsíc,"Pračka, Myčka, Lednice, Sklep, Balkón",3+kk,Pronájem,C - Úsporná,Ihned,39 500 Kč,8 500 Kč/měsíc,8. patro,,před 7 měsíci,Ano,Úplně,130 m2,2914598,15,50.08553,14.4691,#offer-15
34 880 Kč/měsíc,,3+1,Pronájem,G - Mimořádně nehospodárná,,,,5. patro," nájem včetně služeb, energie se převedou na nájemce.",před 3 měsíci,Info u RK,Částečně,115 m2,3028070,16,50.07774000000001,14.42516,#offer-16
32 000 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,5. patro, + 700/os + plyn a el.,před 7 měsíci,Info u RK,Částečně,140 m2,2904829,17,50.07256,14.41017,#offer-17
34 000 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,3. patro," domovní poplatky včetně záloh na energie 5.500,-/měsíc",před 6 měsíci,Ano,Částečně,85 m2,2044010,18,50.07403,14.44081,#offer-18
32 000 Kč/měsíc,,2+kk,Pronájem,G - Mimořádně nehospodárná,,,,5. patro," + 5000,- poplatky",před 2 měsíci,Info u RK,Úplně,74 m2,3036897,19,50.0874,14.41625,#offer-19
35 000 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,6. patro," poplatky 800Kč/os, energie se převádí na nájemce",před 9 hodinami,Info u RK,Částečně,103 m2,3074573,1,50.10124,14.39807,#offer-1
33 500 Kč/měsíc,,2+1,Pronájem,G - (neuvedeno),,,,3. patro, plus provize RK a poplatky 4500,před 2 měsíci,Info u RK,Úplně,79 m2,3043305,0,50.08609000000001,14.4167,#offer-0
35 000 Kč/měsíc,,2+kk,Pronájem,G - (neuvedeno),,,,4. patro," + energie, kauce 2 nájmy, provize RK",před 2 měsíci,Info u RK,Úplně,72 m2,3044739,1,50.09086,14.43065,#offer-1
32 000 Kč/měsíc,,3+kk,Pronájem,G - (neuvedeno),,,,1. patro, Zahrada 187m2,před 2 měsíci,Info u RK,Úplně,85 m2,3046735,2,50.09433,14.50009,#offer-2
33 000 Kč/měsíc,Sklep,3+kk,Pronájem,G - (neuvedeno),,,,6. patro,,před 2 měsíci,Info u RK,Úplně,93 m2,3039010,3,50.09135,14.50164,#offer-3
35 000 Kč/měsíc,"Pračka, Myčka, Lednice",3+kk,Pronájem,B - Velmi úsporná,Ihned,35 000 Kč,0 Kč/měsíc,1. patro,,před 8 měsíci,Ano,Úplně,117 m2,2872858,4,49.19061,16.62053,#offer-4
30 000 Kč/měsíc,,2+kk,Pronájem,G - (neuvedeno),,,,3. patro," + 3.000,- poplatky + kauce 1 nájem, + provize RK",před 7 měsíci,Info u RK,Částečně,68 m2,2922641,5,50.08084,14.414829999999998,#offer-5
32 000 Kč/měsíc,,2+kk,Pronájem,G - (neuvedeno),,,,1. patro," + poplatky 4000 Kč, zálohově včetně garážového stání, vratná kauce 3 000 Kč, provize RK",před 4 měsíci,Info u RK,Úplně,85 m2,2998498,6,50.0824,14.43829,#offer-6
35 000 Kč/měsíc,,dům,Pronájem,C - Úsporná,,,,," Včetně garáže. Elektřina a voda převodem. Zálohy na poplatky podle počtu osob cca 3000,- Kč.",před 7 hodinami,Info u RK,Částečně,215 m2,3074653,7,49.95858,14.74729,#offer-7
30 000 Kč/měsíc,,4+kk,Pronájem,D - Méně úsporná,,,7 000 Kč/měsíc,4. patro," + 7.000 zálohy na služby, + provize RK",před 2 dny,Info u RK,Úplně,166 m2,3069623,8,49.20431,16.6127,#offer-8
30 000 Kč/měsíc,Balkón,6+1,Pronájem,G - Mimořádně nehospodárná,,,,2. patro, + poplatky 10.000 kč. Kauce 1x nájem.,před 3 dny,Ano,Částečně,158 m2,3068807,9,50.06766,14.293820000000002,#offer-9
34 000 Kč/měsíc,"Sklep, Balkón",4+1,Pronájem,D - Méně úsporná,,,6 000 Kč/měsíc,3. patro," +6 000,- Kč zálohy na služby, +kauce, + provize RK",před 14 dny,Info u RK,Vůbec,130 m2,3063945,10,49.19913,16.58895,#offer-10
32 500 Kč/měsíc,,3+1,Pronájem,G - Mimořádně nehospodárná,,,,2. patro, + poplatky 3.500 Kč + 2.600 kč,před 17 dny,Info u RK,Částečně,103 m2,3062185,11,50.07791,14.441729999999998,#offer-11
35 000 Kč/měsíc,,3+1,Pronájem,G - Mimořádně nehospodárná,,,,4. patro, + 800 Kč/osobu zálohy na služby + elektřina a plyn na nájemníka. Kauce 2x nájem včetně služeb.,před měsícem,Info u RK,Částečně,102 m2,3056991,12,50.07524,14.4536,#offer-12
32 000 Kč/měsíc,,4+1,Pronájem,G - Mimořádně nehospodárná,,,,2. patro," Kauce 1 měsíc včetně poplatků, 4000 Kč/měs.",před měsícem,Info u RK,Částečně,130 m2,3050367,13,50.04524,14.404929999999998,#offer-13
32 000 Kč/měsíc,,2+1,Pronájem,G - Mimořádně nehospodárná,,,,5. patro, + 800 Kč/osobu zálohy na služby + elektřina a plyn na nájemníka. Kauce 2x nájem včetně služeb.,před měsícem,Info u RK,Částečně,87 m2,3056902,14,50.07524,14.4536,#offer-14
35 000 Kč/měsíc,,4+1,Pronájem,G - Mimořádně nehospodárná,,,,4. patro," + 7.000 Kč zálohy na energie (včetně elektřiny), + provize",před 10 měsíci,Ano,Částečně,127 m2,2808114,15,50.08574,14.43169,#offer-15
35 000 Kč/měsíc,,2+kk,Pronájem,G - Mimořádně nehospodárná,,,,4. patro, + poplatky a vlastní spotřeba energie (cca 4.500 Kč). Kauce 2x nájem,před 3 měsíci,Info u RK,Úplně,72 m2,3026012,16,50.09086,14.43065,#offer-16
33 000 Kč/měsíc,Sklep,3+kk,Pronájem,C - Úsporná,,,5 900 Kč/měsíc,3. patro, plus zálohy na spotřeby a elektřina / plus advance consumption and electricity,před 7 hodinami,Info u RK,Částečně,90 m2,3056395,17,50.10416,14.40889,#offer-17
32 000 Kč/měsíc,,2+kk,Pronájem,C - Úsporná,,,,6. patro, + popl. 1800.0 USD,před dnem,Info u RK,Úplně,110 m2,3070249,18,50.10101,14.40463,#offer-18
32 000 Kč/měsíc,,4+kk,Pronájem,G - (neuvedeno),,,,5. patro, 800Kč / osobu,před dnem,Info u RK,Částečně,109 m2,3072689,19,50.10534000000001,14.39514,#offer-19
34 000 Kč/měsíc,Balkón,3+kk,Pronájem,G - (neuvedeno),,,0 Kč/měsíc,5. patro,,před dnem,Ano,Úplně,69 m2,3028105,2,50.06201,14.402070000000002,#offer-2
32 000 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,2. patro, + služby,před 2 dny,Info u RK,Úplně,87 m2,3069524,3,50.0058,14.43129,#offer-3
35 000 Kč/měsíc,Sklep,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,7. patro," poplatky pouze 2800,-Kč",před 2 dny,Info u RK,Částečně,140 m2,2774981,4,50.07002,14.4165,#offer-4
30 000 Kč/měsíc,,5+1,Pronájem,G - Mimořádně nehospodárná,,,6 000 Kč/měsíc,3. patro, plus zálohy na spotřeby / plus advance consumption,před 2 dny,Info u RK,Úplně,150 m2,2480502,5,50.08172,14.35418,#offer-5
35 000 Kč/měsíc,,4+kk,Pronájem,G - (neuvedeno),,,,4. patro," poplatky včetně tepla 5100, 2x kauce, provize RK",před 4 dny,Ano,Úplně,90 m2,3068429,6,50.08664,14.44734,#offer-6
30 000 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,5 000 Kč/měsíc,8. patro, + poplatky 5 000 Kč včetně internetu,před 3 dny,Info u RK,Úplně,130 m2,3068985,7,50.07002,14.4165,#offer-7
35 000 Kč/měsíc,Balkón,3+kk,Pronájem,C - Úsporná,,,,,,před 12 dny,Info u RK,Částečně,87 m2,3049389,8,50.05634000000001,14.38099,#offer-8
35 000 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,4. patro, Poplatky 600 Kč/os. + převod energií,před 9 dny,Info u RK,Částečně,105 m2,3065891,9,50.07377,14.40941,#offer-9
35 000 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,, + provize RK,před 12 dny,Info u RK,Vůbec,82 m2,3049390,10,50.09797,14.39735,#offer-10
30 000 Kč/měsíc,,dům,Pronájem,G - Mimořádně nehospodárná,,,30 000 Kč/měsíc,, bez služeb a energií,před 12 dny,Info u RK,Vůbec,140 m2,3003927,11,50.00445,14.464529999999998,#offer-11
32 000 Kč/měsíc,,dům,Pronájem,B - Velmi úsporná,,,,," +popl. 6000, kauce 64000",před 8 dny,Info u RK,Částečně,160 m2,3066526,12,50.16748,14.48259,#offer-12
35 000 Kč/měsíc,,2+kk,Pronájem,G - Mimořádně nehospodárná,,,35 000 Kč/měsíc,," + provize RK, + poplatky, + kauce 70 000,- Kč",před 12 dny,Info u RK,Úplně,72 m2,3053718,13,50.09041,14.4298,#offer-13
30 000 Kč/měsíc,,dům,Pronájem,C - Úsporná,,,30 000 Kč/měsíc,,,před 12 dny,Info u RK,Částečně,767 m2,3058454,14,50.05716,14.57705,#offer-14
30 000 Kč/měsíc,"Sklep, Balkón",3+1,Pronájem,G - Mimořádně nehospodárná,,,30 000 Kč/měsíc,,,před 13 dny,Info u RK,Vůbec,100 m2,3064460,15,50.07064,14.408,#offer-15
30 000 Kč/měsíc,,4+kk,Pronájem,G - Mimořádně nehospodárná,,,5 000 Kč/měsíc,2. patro, + poplatky 5 000 Kč,před 9 dny,Info u RK,Úplně,85 m2,3065832,16,50.06504,14.42852,#offer-16
30 000 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,5. patro, + elektřina a plyn,před 3 hodinami,Info u RK,Úplně,102 m2,3074825,17,50.07844,14.44372,#offer-17
34 000 Kč/měsíc,Balkón,3+1,Pronájem,G - Mimořádně nehospodárná,,,,2. patro," Poplatky cca 5 000,-Kč/měsíc",před 16 dny,Info u RK,Částečně,104 m2,3063017,18,50.07488,14.44394,#offer-18
30 000 Kč/měsíc,,3+1,Pronájem,G - Mimořádně nehospodárná,,,,6. patro," + poplatky (elektřina a plyn, odvoz odpadu, vodné a stočné) odhad 3.000 Kč/měs.",před dnem,Info u RK,Úplně,120 m2,3065392,19,50.08517,14.42149,#offer-19
30 000 Kč/měsíc,Sklep,dům,Pronájem,F - Velmi nehospodárná,,,30 000 Kč/měsíc,,,před 12 dny,Info u RK,Úplně,1267 m2,2967057,0,49.78464,13.28755,#offer-0
30 000 Kč/měsíc,Balkón,4+kk,Pronájem,B - Velmi úsporná,,,,5. patro," náklady na bydlení: 5000 Kč, rezervační poplatek 30000 Kč",před 10 dny,Ano,Částečně,130 m2,3065307,1,49.19508,16.59385,#offer-1
35 000 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,4. patro, + přepis energií na nájemce + vratná jistota + provize RK,před 14 dny,Ano,Částečně,105 m2,3064205,2,50.07316,14.40969,#offer-2
35 000 Kč/měsíc,Balkón,dům,Pronájem,G - Mimořádně nehospodárná,,,,,,před 16 dny,Info u RK,Úplně,159 m2,3062942,3,49.96876,14.39359,#offer-3
30 000 Kč/měsíc,,3+1,Pronájem,G - Mimořádně nehospodárná,,,,3. patro, + 650/osoba služby + elektřina a plyn,před 10 dny,Info u RK,Částečně,106 m2,3065337,4,50.09967,14.43301,#offer-4
33 000 Kč/měsíc,"Sklep, Balkón",dům,Pronájem,C - Úsporná,,,4 000 Kč/měsíc,Přízemí," + 4000,- Kč/měs. poplatky, vratná kauce 60.000,-Kč",před 13 dny,Info u RK,Vůbec,140 m2,3064442,5,49.89821,14.49611,#offer-5
32 000 Kč/měsíc,,dům,Pronájem,G - Mimořádně nehospodárná,,,,," + 5.000,- Kč poplatky",před 15 dny,Info u RK,Úplně,232 m2,2710582,6,50.10449000000001,13.73393,#offer-6
34 000 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,3. patro, + 6.000 služby + eektřina,před 14 dny,Info u RK,Úplně,106 m2,3031663,7,50.07143,14.43815,#offer-7
30 000 Kč/měsíc,Balkón,3+kk,Pronájem,G - (neuvedeno),,,,5. patro, Poplatky: 5 000 Kč/měsíc,před 6 dny,Ano,Úplně,69 m2,3029736,8,50.06866,14.40162,#offer-8
32 000 Kč/měsíc,Sklep,3+1,Pronájem,G - Mimořádně nehospodárná,,,3 800 Kč/měsíc,," +kauce, +provize, +poplatky",před 12 dny,Info u RK,Částečně,100 m2,3053132,9,50.08025,14.41984,#offer-9
35 000 Kč/měsíc,,4+kk,Pronájem,G - Mimořádně nehospodárná,,,,3. patro, + domovní služby 411 Kč/měsíc/osoba + převedení elektřiny a plynu,před 15 dny,Info u RK,Částečně,131 m2,3063662,10,50.08599,14.404179999999998,#offer-10
30 000 Kč/měsíc,Sklep,3+1,Pronájem,G - (neuvedeno),,,,8. patro, + provize RK + kauce,před 3 dny,Info u RK,Částečně,70 m2,3068705,11,49.20508,16.55442,#offer-11
30 000 Kč/měsíc,Balkón,3+kk,Pronájem,G - Mimořádně nehospodárná,,,5 000 Kč/měsíc,4. patro, + poplatky 5 000 Kč + elektřina a plyn,před 13 dny,Info u RK,Úplně,89 m2,3064463,12,50.05634000000001,14.38099,#offer-12
33 000 Kč/měsíc,,4+kk,Pronájem,D - Méně úsporná,,,,1. patro," + zálohy na energie a služby 6.000,-Kč/měsíc, kauce, provize",před 16 dny,Info u RK,Částečně,163 m2,3063054,13,50.03446,14.42155,#offer-13
35 000 Kč/měsíc,,4+1,Pronájem,G - Mimořádně nehospodárná,,,,2. patro, 650 Kč/osoba + spotřeba elektřiny a plynu v bytě,před 6 dny,Info u RK,Částečně,133 m2,2995564,14,50.07749,14.40121,#offer-14
32 500 Kč/měsíc,,3+1,Pronájem,G - Mimořádně nehospodárná,,,,2. patro," Domovní poplatky 3.500 Kč, energie 2.600 Kč",před 17 dny,Info u RK,Úplně,103 m2,2347379,15,50.07791,14.441729999999998,#offer-15
31 000 Kč/měsíc,,2+1,Pronájem,G - Mimořádně nehospodárná,,,,3. patro, + 7000.-,před 24 dny,Info u RK,Úplně,68 m2,2884534,16,50.08986,14.42866,#offer-16
31 000 Kč/měsíc,Balkón,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,5. patro," + poplatky 7000,-",před 24 dny,Info u RK,Úplně,69 m2,2683584,17,50.08986,14.42866,#offer-17
31 000 Kč/měsíc,,2+1,Pronájem,G - Mimořádně nehospodárná,,,,2. patro, +5.000.- energie + 2.000.- služby,před 24 dny,Info u RK,Úplně,64 m2,2281660,18,50.08986,14.42866,#offer-18
32 000 Kč/měsíc,"Sklep, Balkón",3+kk,Pronájem,B - Velmi úsporná,,,,4. patro," + přepis energie + jistota + provize RK, + zálohy na služby 4000,-Kč",před 24 dny,Ano,Částečně,81 m2,3058745,19,50.11264,14.390720000000002,#offer-19
35 000 Kč/měsíc,,3+kk,Pronájem,C - Úsporná,,,,2. patro," + poplatky, 5000 Kč + elektřina",před 2 hodinami,Info u RK,Částečně,103 m2,3064587,15,50.1134,14.37966,#offer-15
30 000 Kč/měsíc,,4+kk,Pronájem,G - (neuvedeno),,,,1. patro," + poplatky, 7000",před 2 hodinami,Info u RK,Částečně,93 m2,3068405,3,50.04734000000001,14.303120000000002,#offer-3
33 000 Kč/měsíc,Sklep,3+kk,Pronájem,C - Úsporná,,,5 900 Kč/měsíc,3. patro, plus zálohy na spotřeby a elektřina / plus advance consumption and electricity,před 8 hodinami,Info u RK,Částečně,90 m2,3056395,17,50.10416,14.40889,#offer-17
33 000 Kč/měsíc,Sklep,3+kk,Pronájem,C - Úsporná,,,5 900 Kč/měsíc,3. patro, plus zálohy na spotřeby a elektřina / plus advance consumption and electricity,před 8 hodinami,Info u RK,Částečně,90 m2,3056395,0,50.10416,14.40889,#offer-0
32 000 Kč/měsíc,,4+kk,Pronájem,G - (neuvedeno),,,,5. patro, 800Kč / osobu,před dnem,Info u RK,Částečně,109 m2,3072689,1,50.10534000000001,14.39514,#offer-1
32 500 Kč/měsíc,Sklep,3+1,Pronájem,D - Méně úsporná,,,,1. patro," + poplatky 3500,- Kč",před 17 dny,Info u RK,Částečně,103 m2,3062191,0,50.07791,14.441729999999998,#offer-0
32 500 Kč/měsíc,Sklep,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,2. patro, Poplatky 4 500 Kč měsíčně.,před měsícem,Info u RK,Vůbec,85 m2,3057624,1,50.05095,14.36382,#offer-1
35 000 Kč/měsíc,Balkón,3+kk,Pronájem,G - Mimořádně nehospodárná,,,3 800 Kč/měsíc,5. patro, + poplatky 3 800 Kč,před 17 dny,Info u RK,Úplně,56 m2,1395189,2,50.06653,14.42252,#offer-2
32 500 Kč/měsíc,,3+1,Pronájem,G - Mimořádně nehospodárná,,,,2. patro," + energie dle reálné spotřeby (cca 2 600,-)
+ domovní služby 3 500,-",před 17 dny,Info u RK,Úplně,103 m2,2353420,3,50.07791,14.441729999999998,#offer-3
30 000 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,2. patro, + inkaso,před měsícem,Info u RK,Úplně,100 m2,2970740,4,50.12104,14.411270000000002,#offer-4
35 000 Kč/měsíc,,3+1,Pronájem,G - (neuvedeno),,,,4. patro," , 600 Kč/os./měs. + el. a plyn",před měsícem,Ano,Částečně,106 m2,3056272,5,50.07533,14.42454,#offer-5
35 000 Kč/měsíc,,2+kk,Pronájem,D - Méně úsporná,,,,5. patro," bez poplatků, cena k jednání",před měsícem,Info u RK,Úplně,105 m2,3054815,6,50.05782,14.42172,#offer-6
30 000 Kč/měsíc,,4+1,Pronájem,C - Úsporná,,,,12. patro, + poplatky a energie,před měsícem,Info u RK,Částečně,127 m2,3056927,7,50.05013,14.33705,#offer-7
30 000 Kč/měsíc,,3+1,Pronájem,G - Mimořádně nehospodárná,,,5 000 Kč/měsíc,2. patro, + poplatky 5 000 Kč,před měsícem,Info u RK,Úplně,85 m2,3057350,8,50.06504,14.42852,#offer-8
35 000 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,4. patro," + 600.-/os + elektřina, plyn",před 13 dny,Info u RK,Částečně,105 m2,3064428,9,50.07316,14.40969,#offer-9
33 000 Kč/měsíc,Sklep,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,3. patro, +  poplatky 6.000 Kč/měs + elektřina,před měsícem,Info u RK,Částečně,105 m2,3056338,10,50.10394,14.40896,#offer-10
30 000 Kč/měsíc,,2+kk,Pronájem,G - Mimořádně nehospodárná,,,,4. patro, Poplatky 600 Kč/os. + elektřina + plyn,před měsícem,Info u RK,Vůbec,131 m2,3052618,11,50.07886,14.4254,#offer-11
30 500 Kč/měsíc,,2+1,Pronájem,G - Mimořádně nehospodárná,,,,3. patro, poplatky 1 300 Kč/měsíc + elektřina,před měsícem,Info u RK,Úplně,81 m2,3056342,12,50.08805,14.42687,#offer-12
30 000 Kč/měsíc,Sklep,2+kk,Pronájem,G - Mimořádně nehospodárná,,,,3. patro," + provize, včetně právního servisu",před měsícem,Ano,Částečně,80 m2,3049851,13,50.08597,14.43578,#offer-13
32 500 Kč/měsíc,,3+1,Pronájem,G - Mimořádně nehospodárná,,,,3. patro, služby 3 500 Kč + energie cca 2 600 Kč,před 17 dny,Info u RK,Úplně,103 m2,3062287,14,50.07805,14.4412,#offer-14
32 000 Kč/měsíc,,3+1,Pronájem,G - Mimořádně nehospodárná,,,,3. patro,,před měsícem,Info u RK,Úplně,100 m2,3052404,15,50.08185,14.4192,#offer-15
32 500 Kč/měsíc,,3+1,Pronájem,G - Mimořádně nehospodárná,,,,2. patro, + poplatky 3500 + energie + kauce + provize RK,před 16 dny,Info u RK,Úplně,103 m2,3062760,16,50.07768,14.441720000000002,#offer-16
31 000 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,4 000 Kč/měsíc,6. patro,,před 14 dny,Info u RK,Úplně,95 m2,3063910,17,50.08266,14.4504,#offer-17
35 000 Kč/měsíc,Sklep,2+1,Pronájem,G - Mimořádně nehospodárná,,,,3. patro,,před měsícem,Info u RK,Částečně,90 m2,3049849,18,50.08597,14.43578,#offer-18
32 000 Kč/měsíc,Sklep,3+1,Pronájem,G - Mimořádně nehospodárná,,,,3. patro," + 2000 poplatky + elektřina, plyn",před měsícem,Info u RK,Úplně,100 m2,1080635,19,50.07294,14.430129999999998,#offer-19
32 000 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,4. patro, + poplatky 3 800 Kč/měs + el. energie a plyn se převádí na nájemce,před měsícem,Info u RK,Částečně,99 m2,3051901,0,50.0805,14.4197,#offer-0
30 000 Kč/měsíc,,3+1,Pronájem,G - Mimořádně nehospodárná,,,6 000 Kč/měsíc,4. patro, + poplatky 6 000 Kč vč internetu,před měsícem,Info u RK,Úplně,100 m2,3053817,1,50.07786,14.42675,#offer-1
34 000 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,5 000 Kč/měsíc,5. patro," + poplatky 3 000 Kč + energie 2 000 Kč/osoba, vč internetu",před 20 dny,Info u RK,Úplně,80 m2,3061189,2,50.07403,14.44081,#offer-2
35 000 Kč/měsíc,,4+kk,Pronájem,G - (neuvedeno),,,,5. patro, + poplatky,před měsícem,Info u RK,Částečně,95 m2,2871533,3,50.10048,14.42235,#offer-3
35 000 Kč/měsíc,Balkón,dům,Pronájem,G - Mimořádně nehospodárná,,,,3. patro," Poplatky: 10000  Kč; vč. el., kauce 50 000 Kč, provize 42 350 Kč",před měsícem,Info u RK,Vůbec,400 m2,3053079,4,50.13325,14.27302,#offer-4
31 000 Kč/měsíc,,3+kk,Pronájem,C - Úsporná,,,,2. patro," + poplatky 7000,-Kč..",před měsícem,Info u RK,Částečně,69 m2,3055748,5,50.08984,14.4287,#offer-5
30 000 Kč/měsíc,,3+kk,Pronájem,A - Mimořádně úsporná,,,,2. patro, +elektřina a plyn + poplatky 900czk za osobu,před 2 měsíci,Info u RK,Částečně,109 m2,3042626,6,50.07859000000001,14.42301,#offer-6
30 000 Kč/měsíc,Balkón,3+kk,Pronájem,C - Úsporná,,,,5. patro," + 5000 Kč poplatky, +provize RK.",před 2 měsíci,Info u RK,Úplně,69 m2,3041231,7,50.06201,14.402070000000002,#offer-7
33 500 Kč/měsíc,Balkón,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,4. patro," + poplatky 3.000,- Kč
+ elektřina",před měsícem,Info u RK,Částečně,103 m2,3055028,8,50.07306,14.39319,#offer-8
35 000 Kč/měsíc,,2+kk,Pronájem,G - (neuvedeno),,,,5. patro," +800 Kč/osoba + elektrika + plyn
+ 5000.- parkovací místo v případě zájmu",před měsícem,Info u RK,Částečně,66 m2,1037620,9,50.09093,14.42826,#offer-9
35 000 Kč/měsíc,,2+kk,Pronájem,G - (neuvedeno),,,,4. patro," +800 Kč/osoba + elektrika + plyn
+ 5000.- parkovací místo v případě zájmu",před měsícem,Info u RK,Částečně,65 m2,1037619,10,50.09093,14.42826,#offer-10
30 000 Kč/měsíc,,4+1,Pronájem,E - Nehospodárná,,,,5. patro, + 1600 Kč popl. a en.,před 2 měsíci,Info u RK,Částečně,160 m2,2158389,11,50.08305,14.36973,#offer-11
35 000 Kč/měsíc,,4+1,Pronájem,C - Úsporná,,,,3. patro, + poplatky cca 5000 Kč. Neplatíte provizi RK,před měsícem,Info u RK,Částečně,127 m2,3051869,12,50.09783,14.38544,#offer-12
33 000 Kč/měsíc,Balkón,4+1,Pronájem,G - Mimořádně nehospodárná,,,,3. patro," poplatky 600,-/ osoba
přepis elektřiny a plynu",před měsícem,Info u RK,Částečně,118 m2,3048420,13,50.07859000000001,14.42301,#offer-13
30 000 Kč/měsíc,,3+1,Pronájem,G - Mimořádně nehospodárná,,,,3. patro, + energie,před měsícem,Info u RK,Částečně,80 m2,3055705,14,50.08468,14.42261,#offer-14
35 000 Kč/měsíc,Balkón,2+1,Pronájem,G - (neuvedeno),,,,4. patro," +  7.000,-Kč (včetně záloh na elektřinu, vodu a plyn)",před měsícem,Info u RK,Částečně,113 m2,2876386,15,50.07557,14.44962,#offer-15
35 000 Kč/měsíc,,4+kk,Pronájem,G - Mimořádně nehospodárná,,,,3. patro," + 600.-/os + elektřina, plyn",před měsícem,Info u RK,Částečně,105 m2,3057494,16,50.07539000000001,14.42301,#offer-16
30 000 Kč/měsíc,Balkón,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,2. patro, Poplatky 4000 Kč měsíčně.,před 2 měsíci,Info u RK,Částečně,84 m2,3040082,17,50.07804,14.406,#offer-17
33 750 Kč/měsíc,,3+1,Pronájem,G - Mimořádně nehospodárná,,,2 300 Kč/měsíc,4. patro, poplatky 60 EUR + elektřina a plyn,před 2 měsíci,Info u RK,Úplně,104 m2,3042501,18,50.07748,14.41885,#offer-18
30 000 Kč/měsíc,,5+1,Pronájem,G - Mimořádně nehospodárná,,,,3. patro, poplatky 6 500 Kč/měsíc,před 2 měsíci,Info u RK,Částečně,164 m2,3033290,19,50.09632,14.34238,#offer-19
30 000 Kč/měsíc,Balkón,1+kk,Pronájem,G - (neuvedeno),,,,19. patro, + 3.000Kč poplatky,před 22 dny,Info u RK,Úplně,80 m2,3060418,0,50.07768,14.45965,#offer-0
33 000 Kč/měsíc,,4+1,Pronájem,G - Mimořádně nehospodárná,,,,8. patro," + 3.000,- poplatky + elektřina a plyn",před měsícem,Info u RK,Částečně,127 m2,3057572,1,50.05019,14.3391,#offer-1
32 000 Kč/měsíc,,atypický,Pronájem,G - Mimořádně nehospodárná,,,,5. patro," + přepis el. energie a plynu; jistota + provize RK, + služby 700,-Kč/osoba",před 2 měsíci,Ano,Částečně,140 m2,3036269,2,50.07256,14.41017,#offer-2
34 990 Kč/měsíc,"Sklep, Balkón",3+kk,Pronájem,G - Mimořádně nehospodárná,,,,3. patro," + poplatky za služby 6.500,- vč. energií a internetu + kauce + provize RK",před měsícem,Info u RK,Úplně,110 m2,1316905,3,50.09947,14.3552,#offer-3
32 000 Kč/měsíc,,3+kk,Pronájem,G - (neuvedeno),,,,2. patro," + CZK 3000 poplatky
+ energie",před 21 dny,Info u RK,Částečně,85 m2,2627422,4,50.07771,14.44739,#offer-4
